Timestamp,Device,Region,Language,Index,Tag,Expected (English),Expected (Local),Actual Detected,Verdict,Error Message,ROI Image,Remark by Adib,Verify by Adib
2026-04-05 13:05:43,ION1,ENGLISH,English,316,FSI_POWERING_ON_BLUETOOTH,BT PWR ON,BT PWR ON,BT PWR ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:06:05,ION30,APAC,Traditional Chinese,317,FSI_POWERING_OFF_BLUETOOTH,BT PWR OFF,關閉藍芽電源,關閉藍芽電源 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:06:38,ION1,ENGLISH,English,318,FSI_BLUETOOTH_ON,BT ON,BT ON,BT ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:07:21,ION30,APAC,Traditional Chinese,319,FSI_BLUETOOTH_OFF,BT OFF,藍芽關閉,藍牙開啟 (Conf: 25.0%),FAIL,Mismatch (Conf: 25.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:08:32,ION1,ENGLISH,English,320,FSI_POWER_ON_FAILED,BT PWR FAIL,BT PWR FAIL,ST PWR FAIL (Conf: 90.9%),WARN,Mismatch (Conf: 90.9%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:09:17,ION30,APAC,Traditional Chinese,321,FSI_POWER_OFF_FAILED,BT PWR FAIL,關閉 藍芽失效,關閉 藍牙失效 (Conf: 85.7%),WARN,Mismatch (Conf: 85.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:10:29,ION1,ENGLISH,English,322,FSI_DEVICE_NAME_SAVED,DEVICE NAME SAVED,DEVICE NAME SAVED,NO_TEXT (Conf: 8.3%),FAIL,Mismatch (Conf: 8.3%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 13:10:44,ION30,APAC,Traditional Chinese,323,FSI_DEVICE_NAME_SAVE_FAILED,DEVICE NAME SAVE FAILED,裝置名稱錯誤,裝置名稱錯誤 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:11:26,ION1,ENGLISH,English,324,FSI_MY_NAME_SAVED,MY NAME SAVED,MY NAME SAVED,MY NAME SAVED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:11:34,ION30,APAC,Traditional Chinese,325,FSI_MY_NAME_SAVE_FAILED,MY NAME SAVE FAILED,我的名稱錯誤,我的名稱錯誤 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:12:08,ION1,ENGLISH,English,326,FSI_CONNECTING_TO,CONNECTING TO,CONNECTING TO,CONNECTING TO (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:12:54,ION30,APAC,Traditional Chinese,327,FSI_CONNECT_DEVICE_FAILED,CNNECT FAIL,連接失敗,重接失敗 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:14:05,ION1,ENGLISH,English,328,FSI_DISCONNECT_DEVICE_FAILED,DISCNNECT FAIL,DISCNNECT FAIL,DISCONNECT F... (Conf: 75.9%),WARN,Mismatch (Conf: 75.9%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 13:14:50,ION30,APAC,Traditional Chinese,329,FSI_SWITCH_DEVICE_FAILED,SWTCHNG FAIL,切換 失敗,切換失敗 (Conf: 88.9%),WARN,Mismatch (Conf: 88.9%): Text misspelled or completely changed.,,Manage to detect specing,TRUE
2026-04-05 13:15:23,ION1,ENGLISH,English,330,FSI_ENTER_PIN,ENTER PIN,ENTER PIN,ENTER PIN (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:15:31,ION30,APAC,Traditional Chinese,331,FSI_CONNECTED,CONNECTED,已連接,已連接 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:16:04,ION1,ENGLISH,English,332,FSI_DISCONNECTED,DISCONNECTED,DISCONNECTED,DISCONNECTED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:16:12,ION30,APAC,Traditional Chinese,333,FSI_DISCONNECTING_FROM,DISCNNECT,中斷連接中,中斷連接中 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:17:22,ION1,ENGLISH,English,334,FSI_DEVICE_DELETED,DEVICE DELETED,DEVICE DELETED,DEVICE DELET... (Conf: 82.8%),WARN,Mismatch (Conf: 82.8%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 13:17:30,ION30,APAC,Traditional Chinese,335,FSI_DELETING_FAILED,DELETING FAILED,刪除失效,刪除失效 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:18:41,ION1,ENGLISH,English,336,FSI_MY_NAME,MY NAME,MY NAME,BY NAME (Conf: 85.7%),WARN,Mismatch (Conf: 85.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:18:49,ION30,APAC,Traditional Chinese,337,FSI_SWITCHING_TO,SWITCHING TO,切換到,切換到 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:19:58,ION1,ENGLISH,English,338,FSI_CANCEL_CONNECTING,CANCEL CONNECTING,CANCEL CONNECTING,EL CONNECTING (Conf: 86.7%),WARN,Mismatch (Conf: 86.7%): Missing part of the expected text.,,"truncated, Fail",TRUE
2026-04-05 13:20:13,ION30,APAC,Traditional Chinese,339,FSI_CANCEL_SWITCHING,CANCEL SWITCHING,中止切換,中止切換 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:20:46,ION1,ENGLISH,English,340,FSI_ROUTE_AUDIO_TO_BLUETOOTH,AUDIO TO BT,AUDIO TO BT,AUDIO TO BT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:21:28,ION30,APAC,Traditional Chinese,341,FSI_ROUTE_AUDIO_TO_RADIO,AUDIO TO RAD,聲音連至話機,整 音 連 至 話 機 (Conf: 58.8%),FAIL,Mismatch (Conf: 58.8%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:22:02,ION1,ENGLISH,English,342,FSI_TYPE,TYPE,TYPE,TYPE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:22:08,ION30,APAC,Traditional Chinese,343,FSI_ADDRESS,ADDRESS,位址,位址 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:22:41,ION1,ENGLISH,English,344,FSI_BT_AUDIO_DEVICE,AUDIO DEVICE,AUDIO DEVICE,AUDIO DEVICE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:23:25,ION30,APAC,Traditional Chinese,345,FSI_BT_DATA_DEVICE,DATA DEVICE,資料裝置,管制駕駛 (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:23:59,ION1,ENGLISH,English,346,FSI_BT_PTT_POD_DEVICE,PTT POD,PTT POD,PTT POD (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:24:07,ION30,APAC,Traditional Chinese,347,FSI_INPUT_PASSWORD,PASSWORD,密碼,密碼 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:24:39,ION1,ENGLISH,English,348,FSI_NEW_PASSWD,NEW,NEW,NEW (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:24:55,ION30,APAC,Traditional Chinese,349,FSI_CURRENT_PASSWD,CURRENT,目前使用,目前使用 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:25:28,ION1,ENGLISH,English,350,FSI_CONFIRM_PASSWD,CONFIRM,CONFIRM,CONFIRM (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:25:36,ION30,APAC,Traditional Chinese,351,FSI_RADIO_LOCKED,RADIO LOCKED,話機 已鎖定,話機 已鎖定 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:26:45,ION1,ENGLISH,English,352,FSI_PASSWD_ON,PASSWD LOCK ON,PASSWD LOCK ON,PASSND LOC... (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 13:27:30,ION30,APAC,Traditional Chinese,353,FSI_PASSWD_OFF,PASSWD LOCK OFF,密碼鎖關,密碼錯誤 (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:28:39,ION1,ENGLISH,English,354,FSI_PASSWD_CHANGED_SUCCESSFUL,PASSWORD CHANGED,PASSWORD CHANGED,PASSWORD C... (Conf: 69.0%),FAIL,Mismatch (Conf: 69.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 13:29:24,ION30,APAC,Traditional Chinese,355,FSI_4_DIGITS_REQUIRED,FOUR DIGITS REQUIRED,需要四位數,請要四位數 (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:30:35,ION1,ENGLISH,English,356,FSI_2_PASSWDS_NOT_MATCH,PASSWORDS DO NOT MATCH,PASSWORDS DO NOT MATCH,RDS DO NOT MA (Conf: 74.3%),WARN,Mismatch (Conf: 74.3%): Missing part of the expected text.,,"truncated, Fail",TRUE
2026-04-05 13:30:43,ION30,APAC,Traditional Chinese,357,FSI_WRONG_PASSWD,WRONG PASSWORD,密碼錯誤,密碼錯誤 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:31:17,ION1,ENGLISH,English,358,FSI_ZONE_FULL,ZONE FULL,ZONE FULL,ZONE FULL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:31:42,ION30,APAC,Traditional Chinese,359,FSI_CHANNEL_FULL,CHANNEL FULL,頻道已滿,頻道已滿 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:32:15,ION1,ENGLISH,English,360,FSI_ALREADY_EXIST,ALREADY EXIST,ALREADY EXIST,ALREADY EXIST (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:32:23,ION30,APAC,Traditional Chinese,361,FSI_NEW_ZONE_NAME,ZONE NAME,區域名稱,區域名稱 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:33:33,ION1,ENGLISH,English,362,FSI_MIC_AGC_TURN_OFF,MICROPHONE AGC OFF,MICROPHONE AGC OFF,RU PHONE AGC (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 13:34:20,ION30,APAC,Traditional Chinese,363,FSI_MIC_AGC_TURN_ON,MICROPHONE AGC ON,麥克風AGC開,麥克風 AGC關 (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:34:54,ION1,ENGLISH,English,364,FSI_DPL_INVERT_TURN_ON,DPL INVERT ON,DPL INVERT ON,DPL INVERT ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:35:41,ION30,ENGLISH,English,365,FSI_DPL_INVERT_TURN_OFF,DPL INVERT OFF,DPL INVERT OFF,NO_TEXT (Conf: 28.6%),FAIL,Mismatch (Conf: 28.6%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:36:14,ION1,ENGLISH,English,366,FSI_TOC_TURN_OFF,TOC OFF,TOC OFF,TOC OFF (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:37:02,ION30,APAC,Traditional Chinese,367,FSI_TOC_TURN_ON,TOC ON,TOC開,TOC問 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:38:12,ION1,ENGLISH,English,368,FSI_PL_FOR_DATA_TURN_OFF,PL FOR DATA OFF,PL FOR DATA OFF,PL FOR DATA... (Conf: 75.9%),WARN,Mismatch (Conf: 75.9%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 13:38:57,ION30,ENGLISH,English,369,FSI_PL_FOR_DATA_TURN_ON,PL FOR DATA ON,PL FOR DATA ON,FL for Data (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:39:31,ION1,ENGLISH,English,370,FSI_ARS_TURN_OFF,ARS OFF,ARS OFF,ARS OFF (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:40:17,ION30,APAC,Traditional Chinese,371,FSI_ARS_TURN_ON,ARS ON,ARS開,AR3開 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:40:50,ION1,ENGLISH,English,372,FSI_DL_POR_BLIGHT,BACKLIGHT,BACKLIGHT,BACKLIGHT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:41:32,ION30,APAC,Traditional Chinese,373,FSI_DL_POR_BRIGHTNESS,BRITE LVL,背光,"Unsupported media type found. Ignoring non-image media. The image's resolution and lighting conditions make it difficult to extract the text accurately. The screen appears to have blocky, pixelated text and potentially icons. Unfortunately, I cannot extract the exact text from the image due to its quality and limited visibility. You may try providing a higher-quality image or manually verifying the contents for accuracy. (Conf: 0.0%)",FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:42:06,ION1,ENGLISH,English,374,FSI_DL_POR_BT_AUDIO,BT AUD,BT AUD,BT AUD (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:42:14,ION30,APAC,Traditional Chinese,375,FSI_DL_POR_CALL_FORWARD,CALL FD,轉接,轉接 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:42:47,ION1,ENGLISH,English,376,FSI_DL_POR_CONTACTS,CONTACT,CONTACT,CONTACT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:42:56,ION30,APAC,Traditional Chinese,377,FSI_DL_POR_DAY_NIGHT,DAY/NT,日/夜,日/夜 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:43:29,ION1,ENGLISH,English,378,FSI_DL_POR_EMER_ON,EMRG,EMRG,EMRG (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:43:37,ION30,APAC,Traditional Chinese,379,FSI_DL_POR_EMER_OFF,EMRG,緊急,緊急 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:44:47,ION1,ENGLISH,English,380,FSI_DL_POR_HL_POWER,HI/LO,HI/LO,HI LO (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:44:55,ION30,APAC,Traditional Chinese,381,FSI_DL_POR_MONITOR,MONITOR,監聽,監聽 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:45:28,ION1,ENGLISH,English,382,FSI_DL_POR_NUISANCE_DELETE,NUISDEL,NUISDEL,NUISDEL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:45:36,ION30,ENGLISH,English,383,FSI_DL_POR_PERMANENT_MON,P MON,P MON,P Mon (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:46:16,ION1,ENGLISH,English,384,FSI_DL_POR_PRIVACY,PRIVACY,PRIVACY,PRIVACY (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:46:24,ION30,APAC,Traditional Chinese,385,FSI_DL_POR_RADIO_CHECK,CHECK,檢查,檢查 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:46:57,ION1,ENGLISH,English,386,FSI_DL_POR_RADIO_DISABLE,DISABLE,DISABLE,DISABLE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:47:03,ION30,APAC,Traditional Chinese,387,FSI_DL_POR_RADIO_ENABLE,ENABLE,啟用,啟用 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:47:58,ION1,ENGLISH,English,388,FSI_DL_POR_REMOTE_MON,R MON,R MON,R MON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:48:41,ION30,ENGLISH,English,389,FSI_DL_POR_RPTA,RPTR/TA,RPTR/TA,8pir7TA (Conf: 42.9%),FAIL,Mismatch (Conf: 42.9%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:49:14,ION1,ENGLISH,English,390,FSI_DL_POR_STATUS,STATUS,STATUS,STATUS (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:49:20,ION30,APAC,Traditional Chinese,391,FSI_DL_POR_SITE_LOCK,S-LOCK,鎖定,鎖定 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:50:22,ION1,ENGLISH,English,392,FSI_DL_POR_SQUELCH,SQLCH,SQLCH,SQLCH (Conf: 100.0%),PASS,,,got space?,TRUE
2026-04-05 13:50:30,ION30,ENGLISH,English,393,FSI_DL_POR_DKEY,DEKEY,DEKEY,Dekey (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:51:03,ION1,ENGLISH,English,394,FSI_DL_POR_ZONE_SEL,ZONES,ZONES,ZONES (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:51:09,ION30,APAC,Traditional Chinese,395,FSI_DL_POR_ZONE_TOGGLE,ZONE,區域,區域 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:51:43,ION1,ENGLISH,English,396,FSI_DL_POR_VA_PLAY_BACK,VOICE,VOICE,VOICE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:51:49,ION30,APAC,Traditional Chinese,397,FSI_DL_POR_INTELLIGENT_AUDIO,I-AUDIO,智能音,智能音 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:52:59,ION1,ENGLISH,English,398,FSI_DL_POR_ZONE_CH_VOICE,CH V/A,CH V/A,OLIVIA (Conf: 33.3%),FAIL,Mismatch (Conf: 33.3%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:53:07,ION30,APAC,Traditional Chinese,399,FSI_DL_TONE,TONE,音調,音調 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:53:40,ION1,ENGLISH,English,400,FSI_DL_BLIGHT,BRITE,BRITE,BRITE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:54:27,ION30,ENGLISH,English,401,FSI_DL_BT_AUDIO,BT-A,BT-A,BA (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,Check original,TRUE
2026-04-05 13:55:07,ION1,ENGLISH,English,402,FSI_DL_CALL_ALERT,ALERT,ALERT,ALERT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:55:16,ION30,APAC,Traditional Chinese,403,FSI_DL_CALL_FORWARD,CALLF,轉接,轉接 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:55:58,ION1,ENGLISH,English,404,FSI_DL_CONTACTS,CTAC,CTAC,CTAC (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:56:13,ION30,APAC,Traditional Chinese,405,FSI_DL_DAY_NIGHT,DAY,日,日 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:57:24,ION1,ENGLISH,English,406,FSI_DL_EMER_ON,EMRG,EMRG,EMBG (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 13:57:33,ION30,APAC,Traditional Chinese,407,FSI_DL_EMER_OFF,EMRG,緊急,緊急 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:58:06,ION1,ENGLISH,English,408,FSI_DL_EX_PUBLIC_ADDR,PA-E,PA-E,PA-E (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:58:14,ION30,APAC,Traditional Chinese,409,FSI_DL_HL_POWER,HI-LO,高低,高低 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:58:48,ION1,ENGLISH,English,410,FSI_DL_HORNLIGHTS,H/L,H/L,H/L (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 13:59:33,ION30,APAC,Traditional Chinese,411,FSI_DL_IN_PUBLIC_ADDR,PA-I,內擴,肉倉 (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 14:00:06,ION1,ENGLISH,English,412,FSI_DL_KEYPAD_LOCK,LOCK,LOCK,LOCK (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:00:12,ION30,APAC,Traditional Chinese,413,FSI_DL_MANUAL_DIAL,DIAL,單呼,單呼 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:00:47,ION1,ENGLISH,English,414,FSI_DL_SITE_ROAM,ROAM,ROAM,ROAM (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:00:56,ION30,ENGLISH,English,415,FSI_DL_MIC_AGC,AGC,AGC,AGC (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:02:07,ION1,ENGLISH,English,416,FSI_DL_MONITOR,MON,MON,RON (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 14:02:54,ION30,ENGLISH,English,417,FSI_DL_NUISANCE_DELETE,NUIS,NUIS,N415 (Conf: 25.0%),FAIL,Mismatch (Conf: 25.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 14:03:28,ION1,ENGLISH,English,418,FSI_DL_OTC1,OT-1,OT-1,OT-1 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:03:36,ION30,ENGLISH,English,419,FSI_DL_OTC2,OT-2,OT-2,OT-2 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:04:18,ION1,ENGLISH,English,420,FSI_DL_OTC3,OT-3,OT-3,OT-3 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:04:26,ION30,ENGLISH,English,421,FSI_DL_OTC4,OT-4,OT-4,OT-4 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:04:59,ION1,ENGLISH,English,422,FSI_DL_OTC5,OT-5,OT-5,OT-5 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:05:06,ION30,ENGLISH,English,423,FSI_DL_OTC6,OT-6,OT-6,OT-6 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:05:47,ION1,ENGLISH,English,424,FSI_DL_OB1,OB-1,OB-1,OB-1 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:05:55,ION30,ENGLISH,English,425,FSI_DL_OB2,OB-2,OB-2,OB-2 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:06:29,ION1,ENGLISH,English,426,FSI_DL_OB3,OB-3,OB-3,OB-3 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:06:35,ION30,ENGLISH,English,427,FSI_DL_OB4,OB-4,OB-4,OB-4 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:07:08,ION1,ENGLISH,English,428,FSI_DL_OB5,OB-5,OB-5,OB-5 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:07:16,ION30,ENGLISH,English,429,FSI_DL_OB6,OB-6,OB-6,OB-6 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:08:28,ION1,ENGLISH,English,430,FSI_DL_PERMANENT_MON,PMON,PMON,PHON (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 14:08:52,ION30,ENGLISH,English,431,FSI_DL_PRIVACY,PRIV,PRIV,Priv (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:09:26,ION1,ENGLISH,English,432,FSI_DL_RADIO_CHECK,CHCK,CHCK,CHCK (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:10:08,ION30,ENGLISH,English,433,FSI_DL_RADIO_DISABLE,DISBL,DISBL,D i s b l (Conf: 71.4%),WARN,Mismatch (Conf: 71.4%): Text misspelled or completely changed.,,Manage to detect specing,TRUE
2026-04-05 14:10:42,ION1,ENGLISH,English,434,FSI_DL_RADIO_ENABLE,ENBL,ENBL,ENBL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:10:48,ION30,APAC,Traditional Chinese,435,FSI_DL_REMOTE_MON,RMON,監控,監控 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:11:21,ION1,ENGLISH,English,436,FSI_DL_RPTA,RP/T,RP/T,RP/T (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:11:28,ION30,APAC,Traditional Chinese,437,FSI_DL_SCAN,SCAN,掃瞄,掃瞄 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:12:01,ION1,ENGLISH,English,438,FSI_DL_STATUS,STS,STS,STS (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:12:46,ION30,APAC,Traditional Chinese,439,FSI_DL_SITE_LOCK,LK-S,鎖定,備定 (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 14:13:19,ION1,ENGLISH,English,440,FSI_DL_TELEMETRY_1,TE-1,TE-1,TE-1 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:13:27,ION30,ENGLISH,English,441,FSI_DL_TELEMETRY_2,TE-2,TE-2,Te-2 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:14:01,ION1,ENGLISH,English,442,FSI_DL_TELEMETRY_3,TE-3,TE-3,TE-3 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:14:15,ION30,APAC,Traditional Chinese,443,FSI_DL_TEXT_MESSAGE,TXT,文字,文字 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:15:04,ION1,ENGLISH,English,444,FSI_DL_SQUELCH,SQCH,SQCH,SQCH (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:15:28,ION30,ENGLISH,English,445,FSI_DL_DKEY,DKEY,DKEY,Dkey (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:16:39,ION1,APAC,Traditional Chinese,446,FSI_DL_UNASSIGNED,,,M13 (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Extra text detected: 'M13',,Remove this from batch file,FALSE
2026-04-05 14:16:47,ION30,ENGLISH,English,447,FSI_DL_VOX,VOX,VOX,VOX (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:17:23,ION1,ENGLISH,English,448,FSI_DL_ZONE_SEL,ZN-S,ZN-S,ZN-S (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:17:31,ION30,APAC,Traditional Chinese,449,FSI_DL_ZONE_TOGGLE,ZN-T,區域,區域 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:18:06,ION1,ENGLISH,English,450,FSI_DL_VA_PLAY_BACK,VA,VA,VA (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:18:14,ION30,ENGLISH,English,451,FSI_DL_INTELLIGENT_AUDIO,IA,IA,IA (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 14:19:25,ION1,ENGLISH,English,452,FSI_DL_CALL_LOG,CALLS,CALLS,A CALLS (Conf: 83.3%),WARN,Mismatch (Conf: 83.3%): Extra text detected: 'A',,Fail to detect,TRUE
2026-04-05 14:20:10,ION30,APAC,Traditional Chinese,453,FSI_DL_DISPLAY_ALIAS,ALIAS,名稱,名滿 (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 14:21:22,ION1,ENGLISH,English,454,FSI_DL_ZONE_CH_VOICE,CH-V,CH-V,CH7 (Conf: 57.1%),FAIL,Mismatch (Conf: 57.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
